DATE_TIME_HEURE,SAMPLE_ID_ÉCHANTILLON,SITE_NO,ALKALINITY GRAN CACO3,ALKALINITY TOTAL CACO3,ALUMINUM EXTRACTABLE,ALUMINUM TOTAL,ALUMINUM TOTAL RECOVERABLE,ANTIMONY EXTRACTABLE,ANTIMONY TOTAL,ANTIMONY TOTAL RECOVERABLE,ARSENIC EXTRACTABLE,ARSENIC TOTAL,ARSENIC TOTAL RECOVERABLE,BARIUM EXTRACTABLE,BARIUM TOTAL,BARIUM TOTAL RECOVERABLE,BERYLLIUM EXTRACTABLE,BERYLLIUM TOTAL,BERYLLIUM TOTAL RECOVERABLE,BISMUTH TOTAL,BISMUTH TOTAL RECOVERABLE,BORON EXTRACTABLE,BORON TOTAL,BORON TOTAL RECOVERABLE,BROMIDE DISSOLVED,BROMINE DISSOLVED,CADMIUM EXTRACTABLE,CADMIUM TOTAL,CADMIUM TOTAL RECOVERABLE,CALCIUM DISSOLVED,CALCIUM TOTAL,CALCIUM TOTAL RECOVERABLE,CARBON DISSOLVED INORGANIC,CARBON DISSOLVED ORGANIC,CARBON TOTAL ORGANIC,"CARBON, TOTAL ORGANIC (NON PURGEABLE)",CERIUM TOTAL,CESIUM TOTAL,CHLORIDE,CHLORIDE DISSOLVED,CHLORIDE TOTAL,CHROMIUM EXTRACTABLE,CHROMIUM TOTAL,CHROMIUM TOTAL RECOVERABLE,COBALT EXTRACTABLE,COBALT TOTAL,COBALT TOTAL RECOVERABLE,COLOUR APPARENT,COLOUR TRUE,CONDUCTANCE (FIELD),CONDUCTIVITY,COPPER EXTRACTABLE,COPPER TOTAL,COPPER TOTAL RECOVERABLE,DEPTH OF SAMPLING FROM SURFACE,DISSOLVED NITROGEN NITRATE,EUROPIUM TOTAL,FLUORIDE DISSOLVED,GADOLINIUM TOTAL RECOVERABLE,GALLIUM TOTAL,GALLIUM TOTAL RECOVERABLE,GERMANIUM TOTAL,HAFNIUM TOTAL,HARDNESS TOTAL (CALCD.) CACO3,HARDNESS TOTAL LABORATORY (CALCD.) CACO3,HOLMIUM TOTAL,INDIUM TOTAL,IRIDIUM TOTAL,IRON EXTRACTABLE,IRON TOTAL,IRON TOTAL RECOVERABLE,LANTHANUM TOTAL,LANTHANUM TOTAL RECOVERABLE,LEAD EXTRACTABLE,LEAD TOTAL,LEAD TOTAL RECOVERABLE,LITHIUM DISSOLVED,LITHIUM TOTAL,LITHIUM TOTAL RECOVERABLE,LUTETIUM TOTAL,MAGNESIUM DISSOLVED,MAGNESIUM TOTAL,MAGNESIUM TOTAL RECOVERABLE,MANGANESE EXTRACTABLE,MANGANESE TOTAL,MANGANESE TOTAL RECOVERABLE,MERCURY EXTRACTABLE,MERCURY SUSPENDED,MERCURY TOTAL,MOLYBDENUM EXTRACTABLE,MOLYBDENUM TOTAL,MOLYBDENUM TOTAL RECOVERABLE,NEODYMIUM TOTAL,NICKEL EXTRACTABLE,NICKEL TOTAL,NICKEL TOTAL RECOVERABLE,NIOBIUM TOTAL,NITRATE AND NITRITE (AS N),NITRATE TOTAL,NITROGEN NITRATE,NITROGEN NITRITE,NITROGEN TOTAL,OXYGEN DISSOLVED,OXYGEN DISSOLVED % SATURATION,PH,PH (FIELD),PHOSPHORUS TOTAL,PLATINUM TOTAL,POTASSIUM DISSOLVED/FILTERED,POTASSIUM TOTAL,POTASSIUM TOTAL RECOVERABLE,POTASSIUM UNFILTERED,PRASEODYMIUM TOTAL,RUBIDIUM TOTAL,RUBIDIUM TOTAL RECOVERABLE,RUTHENIUM TOTAL,SAMARIUM TOTAL,SCANDIUM TOTAL,SELENIUM TOTAL,SELENIUM TOTAL RECOVERABLE,SILVER EXTRACTABLE,SILVER TOTAL,SILVER TOTAL RECOVERABLE,SIO2,SODIUM DISSOLVED/FILTERED,SODIUM TOTAL,SODIUM TOTAL RECOVERABLE,SODIUM UNFILTERED,SOLIDS SUSPENDED,SPECIFIC CONDUCTANCE,STRONTIUM EXTRACTABLE,STRONTIUM TOTAL,STRONTIUM TOTAL RECOVERABLE,SULPHATE,SULPHATE DISSOLVED,SULPHATE TOTAL,TELLURIUM TOTAL,TEMPERATURE (WATER),TEMPERATURE WATER (FIELD),TERBIUM TOTAL,THALLIUM TOTAL,THALLIUM TOTAL RECOVERABLE,TIN TOTAL,TIN TOTAL RECOVERABLE,TITANIUM EXTRACTABLE,TITANIUM TOTAL,TITANIUM TOTAL RECOVERABLE,TOTAL NITRATE,TUNGSTEN TOTAL,TURBIDITY,TURBIDITY (FIELD),URANIUM TOTAL,URANIUM TOTAL RECOVERABLE,VANADIUM EXTRACTABLE,VANADIUM TOTAL,VANADIUM TOTAL RECOVERABLE,YTTERBIUM TOTAL,YTTRIUM TOTAL,ZINC EXTRACTABLE,ZINC TOTAL,ZINC TOTAL RECOVERABLE,ZIRCONIUM TOTAL
2019-09-29 11:30:00,2019-AT0215-0069,NF02XA0001,4.31,3.76,,190.0,,,0.01,,,0.04,,,5.52,,,0.012,,0.001,,,1.2,,,0.02,,0.003,,1.4,,,,,7.67,,1.07,0.009,,0.3,,,0.42,,,0.117,,107.0,,11.8,,,0.54,,,0.03,0.015,0.04,0.068,0.049,,0.012,0.005,5.58,,0.008,0.001,0.005,,676.0,,0.565,,,0.097,,,0.2,,0.003,0.5,,,,8.13,,,,,,0.063,,0.537,,0.32,,0.024,,,,0.02,0.2,10.51,94.0,6.73,6.22,0.008,0.001,0.43,,,,0.143,0.65,,0.005,0.087,0.04,0.03,,,0.001,,,0.9,,,,,14.4,,12.2,,,0.9,,0.02,,10.13,0.009,0.002,,0.011,,,6.1,,,0.004,1.8,9.5,0.0351,,,0.56,,0.022,0.244,,0.7,,0.02
2019-10-09 15:45:00,2019-AT0215-0079,NF02XB0018,3.84,3.48,,64.6,,,0.006,,,0.03,,,7.23,,,0.006,,0.001,,,1.1,,,0.02,,0.002,,0.9,,,,,5.64,,0.375,0.004,,0.3,,,0.13,,,0.047,,65.0,,11.0,,,0.3,,,0.03,0.006,0.08,0.026,0.011,,0.005,0.005,4.49,,0.004,0.001,0.005,,344.0,,0.241,,,0.081,,,0.18,,0.002,0.5,,,,11.0,,,,,,0.069,,0.204,,0.09,,0.002,,,,0.02,0.17,12.01,98.6,6.73,6.0,0.008,0.001,0.21,,,,0.056,0.372,,0.005,0.03,0.02,0.02,,,0.001,,,0.7,,,,,12.2,,13.1,,,0.6,,0.02,,6.72,0.003,0.001,,0.005,,,0.57,,,0.001,1.3,0.5,0.0139,,,0.25,,0.009,0.107,,0.4,,0.01
2019-10-29 13:30:00,2019-AT0215-0091,NF02XA0001,4.91,4.35,,358.0,,,0.005,,,0.04,,,6.94,,,0.017,,0.001,,,0.9,,,0.02,,0.004,,1.5,,,,,6.3,,1.94,0.02,,0.3,,,0.66,,,0.189,,96.0,,14.0,,,0.77,,,0.03,0.024,0.05,0.118,0.124,,0.013,0.005,6.14,,0.015,0.001,0.005,,928.0,,0.958,,,0.159,,,0.29,,0.005,0.6,,,,10.7,,,,,,0.071,,0.879,,0.39,,0.042,,,,0.02,0.21,13.24,98.1,6.76,6.26,0.064,0.001,0.31,,,,0.233,0.88,,0.005,0.153,0.06,0.03,,,0.001,,,0.7,,,,,14.2,,13.4,,,0.8,,0.02,,2.89,0.014,0.004,,0.009,,,15.3,,,0.007,6.5,8.7,0.048,,,0.97,,0.035,0.395,,1.1,,0.02
2020-08-13 10:25:00,2020-AT0215-0002,NF02XA0001,,5.5,,55.5,,,0.019,,,0.04,,,3.89,,,0.004,,0.001,,,1.3,,0.01,,,0.008,,,1.6,,,4.6,,,0.384,0.007,,0.75,,,0.33,,,0.048,,,42.0,15.1,16.0,,0.32,,,,0.004,0.1,0.022,0.008,,0.005,0.005,,,0.003,0.001,0.005,,350.0,,0.219,,,0.037,,,0.17,,0.002,,0.44,,,5.19,,,,,,0.088,,0.2,,0.14,,0.002,0.05,,0.05,0.01,0.129,8.58,96.5,6.97,6.99,0.0028,0.001,,0.29,,,0.054,0.767,,0.005,0.03,0.01,0.02,,,0.001,,,,0.7,,,,,,12.4,,,0.5,,0.02,,21.17,0.003,0.003,,0.014,,,1.02,,,0.003,1.1,0.0,0.0214,,,0.38,,0.009,0.09,,1.2,,0.01
2020-08-26 17:30:00,2020-AT0215-0017,NF02XB0018,,3.1,,221.0,,,0.014,,,0.05,,,16.8,,,0.013,,0.001,,,1.5,,0.01,,,0.008,,,1.8,,,16.0,,,1.04,0.009,,1.1,,,0.31,,,0.494,,,110.0,15.1,15.0,,0.44,,,,0.013,0.1,0.063,0.017,,0.005,0.005,,,0.009,0.001,0.005,,1600.0,,0.548,,,0.236,,,0.25,,0.004,,0.7,,,103.0,,,,,,0.072,,0.476,,0.22,,0.004,0.05,,0.05,0.017,0.492,9.83,90.8,6.23,5.45,0.023,0.001,,0.23,,,0.125,0.48,,0.005,0.073,0.02,0.04,,,0.002,,,,0.62,,,,,,21.9,,,1.0,,0.02,,11.81,0.008,0.005,,0.013,,,3.1,,,0.002,5.3,3.47,0.0272,,,0.87,,0.024,0.255,,1.6,,0.03
2020-09-15 18:00:00,2020-AT0215-0025,NF02XB0018,,3.6,,73.1,,,0.005,,,0.04,,,7.54,,,0.006,,0.001,,,1.2,,0.01,,,0.002,,,1.2,,,6.2,,,0.451,0.004,,1.3,,,0.25,,,0.063,,,58.0,11.9,12.0,,0.38,,,,0.006,0.1,0.028,0.002,,0.005,0.005,,,0.005,0.001,0.005,,463.0,,0.281,,,0.11,,,0.18,,0.002,,0.48,,,14.7,,,,,,0.061,,0.239,,0.11,,0.002,0.05,,0.05,0.01,0.366,11.27,98.6,6.55,6.07,0.0069,0.001,,0.18,,,0.064,0.378,,0.005,0.036,0.01,0.02,,,0.001,,,,0.68,,,,,,13.3,,,0.5,,0.02,,9.46,0.004,0.001,,0.01,,,0.78,,,0.001,2.3,1.65,0.0155,,,0.29,,0.013,0.123,,0.6,,0.02
2020-09-22 10:20:00,2020-AT0215-0030,NF02XA0001,,5.1,,81.1,,,0.008,,,0.04,,,4.17,,,0.008,,0.001,,,0.9,,0.01,,,0.002,,,1.8,,,6.4,,,0.559,0.005,,0.65,,,0.38,,,0.051,,,61.0,13.6,15.0,,0.28,,,,0.009,0.1,0.033,0.008,,0.005,0.005,,,0.004,0.001,0.005,,474.0,,0.327,,,0.05,,,0.15,,0.001,,0.5,,,5.02,,,,,,0.068,,0.29,,0.19,,0.003,0.05,,0.05,0.01,0.172,11.11,94.6,6.82,6.69,0.0027,0.001,,0.25,,,0.077,0.614,,0.005,0.042,0.02,0.02,,,0.001,,,,0.74,,,,,,12.5,,,0.5,,0.02,,8.27,0.004,0.002,,0.012,,,1.3,,,0.003,1.8,0.3,0.0266,,,0.4,,0.012,0.128,,0.8,,0.01
2020-10-07 17:50:00,2020-AT0215-0038,NF02XB0018,,3.3,,77.7,,,0.007,,,0.03,,,8.1,,,0.006,,0.001,,,1.3,,0.01,,,0.002,,,1.2,,,6.3,,,0.486,0.005,,0.5,,,0.19,,,0.061,,,74.0,11.0,12.0,,0.24,,,,0.006,0.1,0.03,0.003,,0.005,0.005,,,0.005,0.001,0.005,,451.0,,0.292,,,0.121,,,0.18,,0.002,,0.49,,,13.2,,,,,,0.057,,0.249,,0.09,,0.002,0.05,,0.05,0.01,0.292,10.73,91.0,6.6,6.34,0.01,0.001,,0.23,,,0.069,0.392,,0.005,0.037,0.01,0.02,,,0.001,,,,0.7,,,,,,13.8,,,0.5,,0.02,,8.06,0.004,0.002,,0.03,,,0.79,,,0.001,1.6,0.2,0.0144,,,0.3,,0.012,0.127,,0.6,,0.02
2020-11-06 10:45:00,2020-AT0215-0051,NF02XA0001,,3.2,,152.0,,,0.02,,,0.04,,,5.07,,,0.011,,0.001,,,0.6,,0.01,,,0.007,,,1.5,,,8.5,,,0.965,0.005,,0.8,,,0.45,,,0.13,,,89.0,12.4,11.0,,0.63,,,,0.013,0.1,0.052,0.013,,0.005,0.005,,,0.007,0.001,0.005,,506.0,,0.514,,,0.094,,,0.15,,0.003,,0.43,,,8.82,,,,,,0.042,,0.47,,0.3,,0.006,0.05,,0.05,0.01,0.189,14.95,102.4,6.44,6.57,0.0065,0.001,,0.23,,,0.126,0.547,,0.005,0.069,0.02,0.03,,,0.001,,,,0.64,,,,,,11.6,,,0.5,,0.02,,0.04,0.007,0.002,,0.09,,,2.32,,,0.002,1.5,,0.03,,,0.4,,0.014,0.2,,1.6,,0.02
2021-05-26 10:30:00,2021-AT0215-0002,NF02XA0001,1.83,1.34,,159.0,,,0.005,,,0.03,,,3.41,,,0.011,,0.001,,,0.9,,,0.02,,0.004,,0.4,,,,,7.08,,0.718,0.006,,0.2,,,0.43,,,0.136,,96.0,,6.0,,,0.46,,,0.03,0.009,0.02,0.042,0.028,,0.007,0.005,2.65,,0.006,0.001,0.005,,451.0,,0.36,,,0.074,,,0.13,,0.002,0.4,,,,10.4,,,,,,0.024,,0.32,,0.23,,0.014,,,,0.02,0.17,11.28,92.1,6.08,6.38,0.012,0.001,0.27,,,,0.082,0.49,,0.005,0.048,0.03,0.02,,,0.001,,,0.5,,,,,6.8,,6.08,,,0.3,,0.02,,6.53,0.004,0.002,,0.02,,,4.43,,,0.002,2.3,2.0,0.0235,,,0.45,,0.011,0.144,,0.8,,0.01
2021-06-10 12:30:00,2021-AT0215-0012,NF02XB0018,2.41,1.92,,90.4,,,0.011,,,0.03,,,6.16,,,0.007,,0.001,,,1.2,,,0.02,,0.004,,0.4,,,,,6.22,,0.484,0.003,,0.2,,,0.26,,,0.06,,78.0,,8.3,,,0.29,,,0.03,0.007,0.05,0.028,0.007,,0.005,0.005,2.65,,0.004,0.001,0.005,,422.0,,0.292,,,0.089,,,0.13,,0.002,0.4,,,,12.0,,,,,,0.033,,0.242,,0.09,,0.003,,,,0.02,0.1,11.32,96.1,6.33,6.15,0.008,0.001,0.15,,,,0.065,0.24,,0.005,0.036,0.02,0.03,,,0.001,,,0.5,,,,,8.6,,10.5,,,0.4,,0.02,,8.237,0.003,0.002,,0.021,,,0.89,,,0.003,1.2,0.48,0.0115,,,0.23,,0.013,0.12,,1.0,,0.01
2021-07-06 14:30:00,2021-AT0215-0023,NF02XA0001,3.57,3.11,,93.4,,,0.009,,,0.04,,,3.93,,,0.008,,0.001,,,1.2,,,0.02,,0.01,,0.9,,,,,6.04,,0.518,0.006,,0.1,,,0.4,,,0.075,,86.0,,10.0,,,0.36,,,0.03,0.007,0.04,0.028,0.011,,0.005,0.005,2.65,,0.004,0.001,0.005,,372.0,,0.27,,,0.05,,,0.15,,0.001,0.4,,,,6.29,,,,,,0.054,,0.25,,0.19,,0.006,,,,0.02,0.17,8.85,98.4,6.59,6.1,0.007,0.001,0.24,,,,0.067,0.582,,0.005,0.037,0.02,0.02,,,0.001,,,0.6,,,,,10.7,,9.55,,,0.6,,0.02,,20.5,0.004,0.003,,0.024,,,1.54,,,0.003,0.9,0.9,0.0248,,,0.34,,0.01,0.114,,0.7,,0.01
2021-08-17 11:10:00,2021-AT0215-0049,NF02XA0001,4.49,3.74,,143.0,,,0.007,,,0.04,,,7.91,,,0.01,,0.001,,,1.6,,,0.02,,0.004,,0.9,,,,,9.11,,1.1,0.007,,0.2,,,0.38,,,0.148,,113.0,,14.7,,,0.5,,,0.03,0.014,0.05,0.059,0.011,,0.073,0.005,2.65,,0.008,0.001,0.005,,575.0,,0.602,,,0.078,,,0.19,,0.003,0.4,,,,12.8,,,,,,0.077,,0.549,,0.27,,0.009,,,,0.02,0.24,8.8,94.6,6.59,6.48,0.009,0.001,0.28,,,,0.14,0.653,,0.005,0.083,0.03,0.04,,,0.001,,,0.7,,,,,14.4,,16.3,,,0.7,,0.02,,18.86,0.008,0.004,,0.011,,,2.36,,,0.003,1.4,2.2,0.034,,,0.52,,0.02,0.213,,0.6,,0.02
2021-10-07 12:45:00,2021-AT0215-0068,NF02XB0018,3.76,3.1,,74.2,,,0.007,,,0.04,,,7.57,,,0.005,,0.001,,,1.8,,,0.02,,0.002,,0.5,,,,,6.55,,0.385,0.003,,0.3,,,0.14,,,0.047,,70.0,,10.3,,,0.32,,,0.03,0.007,0.07,0.026,0.007,,0.005,0.005,2.65,,0.004,0.001,0.005,,407.0,,0.243,,,0.082,,,0.18,,0.002,0.4,,,,9.31,,,,,,0.07,,0.199,,0.09,,0.002,,,,0.02,0.17,11.87,94.4,6.6,5.57,0.008,0.001,0.24,,,,0.056,0.35,,0.005,0.033,0.02,0.03,,,0.001,,,0.8,,,,,11.6,,13.6,,,0.5,,0.02,,5.49,0.003,0.002,,0.015,,,0.76,,,0.001,1.0,0.0,0.0122,,,0.26,,0.011,0.104,,0.3,,0.01
2021-10-09 09:47:00,2021-AT0215-0074,NF02XA0001,4.23,3.45,,160.0,,,0.01,,,0.05,,,5.49,,,0.011,,0.002,,,0.8,,,0.02,,0.018,,0.8,,,,,9.6,,0.926,0.006,,0.2,,,0.45,,,0.121,,134.0,,22.5,,,0.55,,,0.03,0.011,0.03,0.052,0.023,,0.009,0.005,3.62,,0.007,0.001,0.005,,813.0,,0.514,,,0.104,,,0.16,,0.002,0.4,,,,9.76,,,,,,0.073,,0.444,,0.3,,0.009,,,,0.02,0.23,12.3,98.3,6.54,5.16,0.01,0.001,0.3,,,,0.122,0.635,,0.005,0.07,0.03,0.03,,,0.001,,,0.7,,,,,13.7,,12.2,,,0.6,,0.02,,5.8,0.007,0.002,,0.031,,,3.06,,,0.004,1.6,3.3,0.0327,,,0.54,,0.019,0.198,,1.0,,0.02
2022-06-02 12:30:00,2022-AT0215-0009,NF02XB0018,2.19,1.89,,96.3,,,0.006,,,0.03,,,7.28,,,0.007,,0.001,,,1.5,,,0.02,,0.004,,0.4,,,,,7.19,,0.47,0.004,,0.2,,,0.13,,,0.108,,83.0,,7.5,,,0.25,,,0.03,0.006,0.05,0.027,0.006,,0.005,0.005,2.65,,0.004,0.001,0.005,,535.0,,0.288,,,0.063,,,0.12,,0.002,0.4,,,,32.7,,,,,,0.027,,0.226,,0.09,,0.004,,,,0.02,0.17,12.76,91.4,6.23,5.52,0.008,0.001,0.2,,,,0.065,0.308,,0.005,0.038,0.02,0.02,,,0.001,,,0.6,,,,,9.1,,9.21,,,0.3,,0.02,,1.66,0.005,0.002,,0.005,,,0.88,,,0.001,0.6,0.4,0.0092,,,0.24,,0.014,0.101,,0.6,,0.01
2022-07-06 12:45:00,2022-AT0215-0025,NF02XA0001,3.33,3.12,,94.2,,,0.005,,,0.03,,,3.79,,,0.008,,0.001,,,0.8,,,0.02,,0.002,,0.8,,,,,5.07,,0.497,0.005,,0.2,,,0.3,,,0.073,,69.0,,10.1,,,0.4,,,0.03,0.007,0.04,0.03,0.011,,0.01,0.005,2.65,,0.004,0.001,0.005,,355.0,,0.275,,,0.046,,,0.14,,0.001,0.4,,,,6.79,,,,,,0.055,,0.24,,0.19,,0.006,,,,0.02,0.18,8.98,91.7,6.65,6.36,0.008,0.001,0.24,,,,0.066,0.568,,0.005,0.036,0.02,0.02,,,0.001,,,0.6,,,,,10.8,,8.74,,,0.5,,0.02,,16.21,0.003,0.002,,0.011,,,1.65,,,0.003,0.9,0.0,0.024,,,0.42,,0.012,0.11,,0.3,,0.01
2022-08-26 15:00:00,2022-AT0215-0052,NF02XA0001,4.53,4.19,,94.4,,,0.005,,,0.04,,,4.3,,,0.009,,0.001,,,1.3,,,0.02,,0.002,,1.0,,,,,6.65,,0.523,0.007,,0.2,,,0.33,,,0.059,,88.0,,13.2,,,0.37,,,0.03,0.006,0.05,0.031,0.011,,0.006,0.011,4.4,,0.005,0.001,0.005,,512.0,,0.302,,,0.046,,,0.16,,0.002,0.4,,,,5.95,,,,,,0.073,,0.276,,0.2,,0.005,,,,0.02,0.17,8.62,93.1,6.9,6.4,0.006,0.001,0.28,,,,0.073,0.57,,0.005,0.04,0.03,0.03,,,0.001,,,0.7,,,,,13.8,,12.0,,,0.7,,0.02,,19.1,0.005,0.002,,0.005,,,1.28,,,0.003,1.0,0.0,0.0262,,,0.4,,0.011,0.127,,0.3,,0.02
2022-09-01 13:15:00,2022-AT0215-0055,NF02XB0018,3.18,2.8,,92.9,,,0.008,,,0.04,,,8.03,,,0.008,,0.001,,,2.2,,,0.02,,0.002,,0.6,,,,,6.81,,0.49,0.005,,0.2,,,0.16,,,0.086,,90.0,,10.3,,,0.12,,,0.03,0.007,0.08,0.031,0.003,,0.005,0.009,2.65,,0.004,0.001,0.005,,656.0,,0.3,,,0.119,,,0.18,,0.003,0.4,,,,20.2,,,,,,0.071,,0.251,,0.1,,0.004,,,,0.02,0.22,8.95,92.7,6.61,6.38,0.012,0.001,0.21,,,,0.069,0.353,,0.005,0.04,0.03,0.03,,,0.001,,,0.6,,,,,11.7,,13.5,,,0.4,,0.02,,17.64,0.003,0.001,,0.019,,,0.95,,,0.001,1.2,1.5,0.0159,,,0.41,,0.012,0.132,,0.5,,0.01
2022-09-26 13:40:00,2022-AT0488-0110,NF02XB0018,2.68,2.22,,,147.0,,,0.03,,,0.064,,,12.5,,,0.009,,0.002,,,2.2,,0.02,,,0.005,,,1.3,,,13.9,,,,,0.4,,,,0.199,,,0.14,166.0,,,,,,0.38,,0.03,,0.05,,,0.03,,,,,,,,,,855.0,,0.368,,,0.14,,,0.2,,,,0.538,,,24.5,,,,,,0.06,,,,0.17,,,,,0.02,0.32,,,6.17,,0.016,,,,0.19,,,,0.432,,,,,0.038,,,0.005,,,,0.58,,3.0,13.2,,,17.9,,0.4,,,,,,,0.006,,0.02,,,1.72,,,1.6,,,0.017,,,0.516,,,,,0.7,
2022-09-26 14:00:00,2022-AT0215-0061,NF02XB0018,2.65,2.22,,158.0,,,0.006,,,0.04,,,10.8,,,0.01,,0.001,,,1.4,,,0.02,,0.004,,1.2,,,,,14.4,,0.572,0.005,,0.4,,,0.19,,,0.13,,163.0,,13.3,,,0.42,,,0.03,0.009,0.05,0.037,0.009,,0.006,0.012,5.32,,0.006,0.001,0.005,,813.0,,0.335,,,0.133,,,0.18,,0.002,0.6,,,,22.1,,,,,,0.054,,0.291,,0.17,,0.004,,,,0.02,0.3,11.19,98.5,6.17,4.99,0.016,0.001,0.21,,,,0.079,0.354,,0.005,0.045,0.03,0.03,,,0.001,,,0.7,,,,,13.1,,15.0,,,0.4,,0.02,,9.78,0.005,0.002,,0.011,,,1.64,,,0.001,1.6,0.0,0.015,,,0.46,,0.016,0.164,,0.5,,0.02
2022-10-02 11:05:00,2022-AT0215-0068,NF02XA0001,3.66,3.07,,587.0,,,0.016,,,0.06,,,8.01,,,0.027,,0.002,,,0.9,,,0.02,,0.022,,1.3,,,,,11.5,,2.41,0.028,,0.4,,,1.12,,,0.333,,155.0,,13.3,,,1.55,,,0.03,0.035,0.05,0.166,0.149,,0.038,0.005,5.16,,0.022,0.001,0.005,,1300.0,,1.18,,,0.264,,,0.38,,0.006,0.5,,,,17.8,,,,,,0.053,,1.17,,0.71,,0.064,,,,0.02,0.39,11.48,96.9,6.44,6.33,0.017,0.001,0.38,,,,0.303,1.09,,0.005,0.196,0.09,0.04,,,0.002,,,0.7,,,,,14.9,,12.6,,,0.5,,0.02,,7.97,0.021,0.005,,0.043,,,24.0,,,0.007,2.0,118.33,0.055,,,1.75,,0.048,0.569,,2.6,,0.03
2023-06-01 12:15:00,2023-AT0215-0006,NF02XB0018,2.88,2.47,,88.9,,,0.008,,,0.04,,,7.59,,,0.006,,0.001,,,1.2,,,0.02,,0.011,,0.6,,,,,7.14,,0.459,0.005,,0.2,,,0.13,,,0.064,,86.0,,10.3,,,0.33,,,0.03,0.006,0.05,0.028,0.009,,0.005,0.006,2.65,,0.004,0.001,0.005,,491.0,,0.279,,,0.084,,,0.15,,0.001,0.4,,,,12.1,,,,,,0.044,,0.233,,0.1,,0.004,,,,0.02,0.23,11.04,96.9,6.52,6.24,0.012,0.001,0.16,,,,0.065,0.325,,0.005,0.036,0.02,0.02,,,0.001,,,0.6,,,,,10.1,,11.3,,,0.4,,0.02,,9.592,0.004,0.002,,0.005,,,1.22,,,0.005,1.1,1.3,0.0116,,,0.32,,0.011,0.115,,1.1,,0.02
2023-06-06 14:45:00,2023-AT0215-0017,NF02XA0001,3.06,2.77,,91.5,,,0.005,,,0.03,,,3.04,,,0.007,,0.001,,,1.1,,,0.02,,0.003,,0.7,,,,,6.39,,0.44,0.004,,0.2,,,0.26,,,0.06,,71.0,,20.9,,,0.36,,,0.03,0.005,0.03,0.024,0.018,,0.006,0.005,2.65,,0.004,0.001,0.005,,297.0,,0.242,,,0.034,,,0.13,,0.001,0.4,,,,4.88,,,,,,0.043,,0.21,,0.18,,0.005,,,,0.02,0.19,10.31,97.0,6.66,5.09,0.008,0.001,0.24,,,,0.059,0.479,,0.005,0.034,0.02,0.02,,,0.001,,,0.6,,,,,10.5,,8.58,,,0.5,,0.02,,12.5,0.003,0.002,,0.011,,,1.26,,,0.003,0.8,1.0,0.0198,,,0.35,,0.009,0.104,,0.4,,0.01
2023-07-05 12:50:00,2023-AT0215-0029,NF02XA0001,4.1,3.73,,88.3,,,0.006,,,0.03,,,3.91,,,0.008,,0.001,,,1.1,,,0.02,,0.002,,1.0,,,,,6.37,,0.505,0.006,,0.2,,,0.29,,,0.073,,73.0,,8.73,,,0.38,,,0.03,0.006,0.06,0.028,0.016,,0.005,0.01,2.65,,0.004,0.001,0.005,,359.0,,0.283,,,0.045,,,0.16,,0.002,0.4,,,,6.88,,,,,,0.058,,0.254,,0.17,,0.005,,,,0.02,0.19,13.6,0.28,6.85,20.54,0.008,0.001,0.26,,,,0.069,0.554,,0.005,0.04,0.03,0.02,,,0.001,,,0.6,,,,,12.9,,9.8,,,0.7,,0.02,,97.0,0.004,0.002,,0.005,,,1.56,,,0.003,1.1,5.65,0.0214,,,0.41,,0.009,0.108,,0.4,,
2023-08-09 14:05:00,2023-AT0215-0042,NF02XA0001,4.23,3.77,,118.0,,,0.001,,,0.02,,,5.27,,,0.001,,0.001,,,1.5,,,0.02,,0.001,,1.3,,,,,9.18,,0.705,0.001,,0.2,,,0.24,,,0.121,,123.0,,1.15,,,0.2,,,0.03,0.001,0.03,0.037,0.001,,0.005,0.005,5.12,,0.001,0.001,0.005,,684.0,,0.39,,,0.047,,,0.16,,0.001,0.5,,,,12.3,,,,,,0.007,,0.35,,0.13,,0.002,,,,0.02,0.24,96.6,15.2,6.77,9.18,0.011,0.001,0.23,,,,0.078,0.56,,0.005,0.053,0.02,0.01,,,0.001,,,0.6,,,,,13.6,,13.8,,,0.5,,0.02,,5.74,0.001,0.001,,0.005,,,2.47,,,0.001,3.6,17.798,0.0308,,,0.54,,0.003,0.153,,0.2,,0.01
2023-08-16 13:10:00,2023-AT0215-0047,NF02XB0018,5.75,5.45,,53.2,,,0.006,,,0.04,,,6.67,,,0.005,,0.001,,,1.9,,,0.02,,0.001,,1.2,,,,,6.96,,0.255,0.005,,0.3,,,0.14,,,0.069,,67.0,,10.41,,,0.2,,,0.03,0.004,0.1,0.018,0.005,,0.005,0.005,6.0,,0.003,0.001,0.005,,605.0,,0.162,,,0.073,,,0.21,,0.001,0.7,,,,18.2,,,,,,0.118,,0.135,,0.09,,0.002,,,,0.02,0.2,17.0,5.21,7.06,104.0,0.011,0.001,0.26,,,,0.038,0.444,,0.005,0.021,0.02,0.03,,,0.001,,,0.9,,,,,16.8,,16.6,,,0.6,,0.02,,15.325,0.002,0.001,,0.028,,,0.72,,,0.001,1.4,6.18,0.014,,,0.39,,0.008,0.078,,0.3,,0.01
2023-10-12 14:50:00,2023-AT0215-0072,NF02XB0018,4.28,3.8,,78.2,,,0.007,,,0.04,,,8.68,,,0.007,,0.001,,,2.1,,,0.02,,0.002,,1.1,,,,,8.19,,0.434,0.007,,0.4,,,0.17,,,0.052,,77.0,,,,,0.27,,,0.03,0.006,0.08,0.029,0.008,,0.005,0.005,5.26,,0.005,0.001,0.005,,470.0,,0.281,,,0.065,,,0.24,,0.002,0.6,,,,9.71,,,,,,0.092,,0.227,,0.11,,0.002,,,,0.02,0.2,,,6.82,,0.009,0.001,0.24,,,,0.063,0.444,,0.005,0.038,0.02,0.03,,,0.001,,,0.8,,,,,15.0,,17.3,,,0.6,,0.02,,,0.004,0.002,,0.015,,,0.88,,,0.001,0.9,,0.0148,,,0.34,,0.013,0.121,,0.2,,0.02
2023-10-17 11:35:00,2023-AT0215-0085,NF02XA0001,3.87,3.28,,166.0,,,0.008,,,0.04,,,5.75,,,0.012,,0.001,,,0.9,,,0.02,,0.004,,1.4,,,,,9.24,,1.03,0.006,,0.2,,,0.4,,,0.124,,121.0,,,,,0.46,,,0.03,0.012,0.05,0.06,0.027,,0.005,0.009,5.56,,0.008,0.001,0.005,,631.0,,0.561,,,0.098,,,0.18,,0.003,0.5,,,,8.54,,,,,,0.051,,0.509,,0.26,,0.011,,,,0.02,0.21,,,6.64,,0.012,0.001,0.27,,,,0.134,0.611,,0.005,0.075,0.04,0.03,,,0.001,,,0.7,,,,,13.8,,12.6,,,0.6,,0.02,,,0.007,0.002,,0.03,,,3.23,,,0.003,1.8,,0.0297,,,0.53,,0.017,0.225,,0.3,,0.02
2024-05-23 11:25:00,2024-AT0215-0001,NF02XB0018,2.7,2.45,,88.4,,,0.006,,,0.03,,,7.44,,,0.005,,0.001,,,1.0,,,0.02,,0.004,,0.7,,,,,6.24,,0.402,0.003,,0.2,,,0.12,,,0.09,,71.0,,,,,0.17,,,0.03,0.006,0.06,0.024,0.006,,0.005,0.005,2.65,,0.003,0.001,0.005,,485.0,,0.246,,,0.057,,0.02,0.14,,0.002,0.4,,,,23.1,,,,,,0.032,,0.204,,0.08,,0.003,,,,0.02,0.19,,,6.47,,0.012,0.001,0.19,,,,0.049,0.306,,0.005,0.033,0.02,0.02,,,0.001,,,0.6,,,,,10.0,,10.9,,,0.4,,0.02,,,0.003,0.001,,0.005,,,0.76,,,0.001,0.9,,0.0104,,,0.25,,0.009,0.098,,0.5,,0.01
2024-06-13 08:15:00,2024-AT0215-0006,NF02XA0001,3.18,2.96,,110.0,,,0.008,,,0.03,,,3.9,,,0.009,,0.001,,,1.4,,,0.02,,0.005,,0.8,,,,,5.58,,0.811,0.006,,0.2,,,0.31,,,0.089,,69.0,,,,,0.45,,,0.03,0.008,0.04,0.038,0.02,,0.01,0.016,2.65,,0.005,0.001,0.005,,398.0,,0.439,,,0.044,,0.02,0.15,,0.002,0.4,,,,8.36,,,,,,0.049,,0.422,,0.23,,0.007,,,,0.02,0.21,,,6.68,,0.017,0.001,0.24,,,,0.12,0.607,,0.005,0.064,0.03,0.02,,,0.001,,,0.6,,,,,10.8,,9.12,,,0.5,,0.02,,,0.004,0.003,,0.005,,,1.77,,,0.002,1.8,,0.0201,,,0.42,,0.011,0.119,,0.6,,0.02
